Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
5261-DB,INDUSTRIA MARAVEDI CIA LTDA,VIGENTE,CANIMAR P,"Cada 100 mL de suspensión oral contienen: _x000D_
_x000D_
 Pamoato de pirantel(equivalente a 5 g de pirantel base)_x000D_
Praziquantel ","

14,5 g.

  2,5 g.
","En perros y gatos para el tratamiento de parasitismos gastrointestinales ocasionados por: Nematodos: Anclyostoma caninum, Uncinaria stenocephala, Toxocara canis, Toxocora cati, Toxacaris leonina. Cestodos: Dypilidium caninum, Taenia hydatigena, Taenia taeniformis, Taenia pisiformis, Echinococcus granulosus, Echinococcus multilocularis y Echinococcus granulosus. 

","Uso Veterinario. Manténgase fuera del alcance de los niños. Consérvese en sitio fresco, seco y protegido de la luz.",Qoppa Pharmas S.A.S.,Colombia.,No aplica.,"Jeringa en PEAD/pilipropileno por 2, 5 y 10 mL.",Caninos y Felinos,No aplica.,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
5262-DB,ZOETIS INC.,VIGENTE,LEUKOCELL 2,"Cada dosis de 1 ml. contiene:

Antígeno Fel V  gp 70",1.12 PR,Para la vacunación de gatos sanos de 9 semanas de edad  o mayores como ayuda en la prevención de la Leucemia felina.,Almacenar entre 2°C y 8°C.  Manténgase fuera del alcance de los niños. Uso Veterinario.  No congelar.,No informa.,Estados Unidos.,No informa.,"Viales de vidrio tipo I con 1.5 y 10 ml., por 1.5 y 10 dosis respectivamente.",Felinos.,No aplica.,Antiprotozoos,VIGENTE,EXTRANJERO (Importado)
5264-DB,INTERVET INTERNATIONAL B.V.,VIGENTE,NOBILIS AE+POX,"Cada mL de vacuna antes de la liofilización contiene:

Virus de encefalomielitis aviar Cepa 1143 (Calnek)


Virus de viruela aviar cepa Gibbs

*1,8 log10 EID₅₀ al final de la vida útil
**1,8 log10 EID₅₀ al final de la vida útil
","

2,5 log10 EID₅₀ en el momento de la liberación*
2,8 log10 EID₅₀ en el momento de la liberación**



","En pollas de reemplazo, ponedoras y reproductoras para prevenir la encefalitis aviar y la viruela aviar.",Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula de Médico Veterinario. Almacenar a una temperatura de 2°C a 8°C.,Intervet International B.V.,Países Bajos Holanda.,MSD Salud Animal Colombia S.A.S.,Frasco vial de vidrio tipo I por 1.000 dosis (Liofilizado) acompañado de diluyente y estilete.,Aves,No informa,,VIGENTE,EXTRANJERO (Importado)
5265-DB,INTERVET INTERNATIONAL B.V.,VIGENTE,NOBILIS CHOLERA PM1,"Cada dosis de 0.1 ml. de vacuna liofilizada contiene: 

Pasteurella Multocida tipo 1 (X -73) no virulenta
designada como cepa PM1",10⁸﮲¹U.F.C.,En ponedoras comerciales y reproductoras para prevenir la Pasterellosis.,Manténgase fuera del alcance de los niños.  Uso Veterinario.   Conservar el producto en refrigeración entre 2°C y 8°C.,No informa.,Estados Unidos.,No informa.,Frascos por 1.000 dosis  acompañado con el diluyente y el estilete.,Aves.,No aplica.,,VIGENTE,EXTRANJERO (Importado)
5266-DB,OUROFINO SAÚDE ANIMAL LTDA.,VIGENTE,MASTIFIN VACA SECA,"Cada jeringa de 10 g contiene:

Gentamicina base (como Sulfato de Gentamicina 677 mg)","_x000D_
_x000D_
400 mg","En vacas para el control y tratamiento de mastitis subclínicas durante el periodo seco, ocasionado por Staphylococcus aureus, S. epidermidis, Streptococcus agalactiae, S. uberis, S. dysgalactiae, Escherichia coli, Klebsiella spp., Proteus spp., Pseudomonas spp. ",Uso Veterinario. Los animales tratados no deben sacrificarse para el consumo humano hasta 28 días después de finalizado el tratamiento. No aplicar en vacas en periodo de lactación. Manténgase fuera del alcance de los niños. Venta bajo fórmula del Médico Veterinario. ,Ourofino Saúde Animal Ltda.,Brasil.,Ouro Fino Colombia S.A.S.,Jeringa en PEBD por 10 g. Caja por 12 y 24 jeringas. ,Bovinos,"Carne: 28 días
No aplicar en vacas en periodo de lactación. ",Biológicos,VIGENTE,EXTRANJERO (Importado)
5267-DB,SYNTHOMED INTERNATIONAL S.A.,VIGENTE,COUNT-CEF,"Cada mL de producto reconstituído contiene:    _x000D_
                                                                                                                              Ceftiofur sódico","

50 mg","En bovinos para el tratamiento de enfermedades respiratorias ocasionadas por Mannheimia haemolytica, Pasteurella multocida e Histophilus somni y otros gérmenes sensibles al ceftiofur como: Staphylococcus sp., Streptococcus sp., Escherichia coli; en equinos para el tratamiento de infecciones respiratorias ocasionadas por Streptococcus zooepidemicus; en porcinos para el control y tratamiento de infecciones respiratorias ocasionadas por Actinobacillus pleuropneumoniae, Pasteurella multocida, Salmonella Choleraesuis y Streptococcus suis.","Los bovinos y porcinos tratados no deben sacrificarse para consumo humano durante el tratamiento y hasta 4 días después de finalizado el mismo. No requiere tiempo de retiro en leche. El uso de dosis más altas que las aprobadas o la administración por vías diferentes, puede generar residuos perjudiciales en tejidos comestibles y/o leche. Uso Veterinario. Manténgase fuera del alcance de los niños. Contraindicado en animales que han demostrado previamente hipersensibilidad al ceftiofur. Venta bajo formula del Médico Veterinario.",No informa.,No informa.,No informa.,Frascos de vidrio ámbar tipo I por 1 g y 4 g de ceftiofur sódico acompañados de diluente(agua estéril para inyección) en frasco de vidrio tipo I por 20 y 80 mL respectivamente.,Bovinos y Porcinos.,Carne: 4 días,Biológicos,VIGENTE,EXTRANJERO (Importado)
5268-DB,WESTFALIASURGE INC,VIGENTE,DERMACIDE,"Cada 100 g. de solución tópica contienen:_x000D_
_x000D_
Alkifenol tóxilado_x000D_
2 pirrolidona 1 etil - homo polímero_x000D_
Glicerina 99.5 %_x000D_
Lanolina etoxilada_x000D_
Propilenglicol","_x000D_
_x000D_
2.999 g._x000D_
0.200 g._x000D_
1 g._x000D_
1 g._x000D_
7.999 g.",En bovinos como sellador de pezones.,Uso Veterinario. Manténgase fuera del alcance de los niños.,No informa.,Estados Unidos.,Dimap Ltda,Envases en PEAD  por 5 galones (18.9 litros). Envases en PEAD por 55 galones (solo para reenvasar).,Bovinos,No informa,Antibióticos,VIGENTE,EXTRANJERO (Importado)
5269-DB,ZOETIS INC,VIGENTE,RIMADYL TABLETAS MASTICABLES 100 mg,"Cada tableta por 3.000 mg contiene:

Concentrado de carprofeno (equivalente a 100 mg de carprofeno)","

333,333 mg","Indicado para el alivio del dolor y la inflamación asociados con la osteoartritis, y para el control del dolor post-operatorio asociado con la cirugía ortopédica y de tejidos blandos en perros.",Manténgase fuera del alcanse de los niños. Uso Veterinario.,No informa.,Estados Unidos.,ZOETIS COLOMBIA S.A.S.,"Frasco plástico en PEAD por 40. 60, 100, 180 y 250 tabletas. 
Termoformables (blisters)por 10 tabletas acompañado de inserto. 
Caja que contiene 20 termoformables por 10 tabletas con inseto cada una.",Caninos.,No aplica.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
5270-DB,ZOETIS INC,VIGENTE,RIMADYL TABLETAS MASTICABLES 25 mg,"Cada tableta por 750 mg contiene:

Concentrado de carprofeno (equivalente a 25 mg de carprofeno)","

833,333 mg","Indicado para el alivio del dolor y la inflamación asociados con la osteoartritis, y para el control del dolor post-operatorio asociado con la cirugía ortopédica y de tejidos blandos en perros.",Manténgase fuera del alcanse de los niños. Uso Veterinario.,No informa.,Estados Unidos.,ZOETIS COLOMBIA S.A.S.,"Frasco plástico en PEAD por 14. 60, 100, 180 y 250 tabletas. 
Termoformables (blisters)por 10 tabletas acompañado de inserto. 
Caja que contiene 20 termoformables por 10 tabletas con inseto cada una.",Caninos.,No aplica.,Sellador,VIGENTE,EXTRANJERO (Importado)
5271-DB,ZOETIS INC,VIGENTE,RIMADYL TABLETAS MASTICABLES 75 mg,"Cada tableta por 2.250 mg contiene:

Concentrado de carprofeno (equivalente a 75 mg de carprofeno)","

250 mg","Indicado para el alivio del dolor y la inflamación asociados con la osteoartritis, y para el control del dolor post-operatorio asociado con la cirugía ortopédica y de tejidos blandos en perros.",Manténgase fuera del alcanse de los niños. Uso Veterinario.,No informa.,Estados Unidos.,ZOETIS COLOMBIA S.A.S.,"Frasco plástico en PEAD por 14. 60, 100, 180 y 250 tabletas. termoformables (blisters)por 10 tabletas acompañado de inserto. Caja que contiene 20 termoformables por 10 tabletas con inseto cada una.",Caninos.,No aplica.,Analgésicos,VIGENTE,EXTRANJERO (Importado)
5272-DB,WESTFALIASURGE INC,VIGENTE,VICTORY,"Cada 100 g. de solución tópica contiene:

Alkil Dimetil benzil amonio clorado
Alkil Dimetil etil  benzil amonio clorado
Oxido Dimetil dodecil Amonio
Oxido Dimetil tetradecil Amonio
Oxido Dimetil hexadecil Amonio
Peroxido de hidrogeno (35%)","_x000D_
_x000D_
_x000D_
1.5 - 2. g._x000D_
1.5 - 2. g._x000D_
0.05 - 1.5 g._x000D_
0.05 - 1.5 g._x000D_
0.05 - 1.5 g._x000D_
1.0 - 3.5 g._x000D_
",Desinfectante pezuñas bovinas.,Uso Veterinario. Manténgase fuera del alcance de los niños. El rotulado incluye otras precauciones relacionadas con el uso y manejo del producto.,No informa.,Estados Unidos.,DIMAP LTDA,Envases de PEAD por 3.785 mL. (1 galon). Envases de PEAD por 55 galones (solo para reenvasar).,Bovinos,No aplica.,Analgésicos,VIGENTE,EXTRANJERO (Importado)
5274-DB,"LABORATORIOS SERVICIOS FARMACEUTICOS DE CALIDAD LTDA ""LABORATORIOS S.F.C."" LTDA.",VIGENTE,"AMITRAZ 12,5%  ","Cada 1 L de concentrado emulsionable contiene:      _x000D_
_x000D_
Amitraz","   _x000D_
                                           125 g.","En  bovinos para el control de las garrapatas Rhipicephalus microplus y Amblyoma cajennense._x000D_
_x000D_
","Clasificación toxicológica III: medianamente toxico. Los animales tratados no deben sacrificarse para el consumo humano hasta 14 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 24 horas después de finalizado el mismo no debe darse al consumo humano. Uso veterinario. Manténgase fuera del alcance de los niños_x000D_
_x000D_
",No informa.,No informa.,No informa.,"Envase en PEAD por 20, 30, 33, 500 o 1000 mL.",Bovinos,Carne: 14 días                  Leche: 24 horas,Antisépticos,VIGENTE,EXTRANJERO (Importado)
5275-DB,"LABORATORIOS SERVICIOS FARMACEUTICOS DE CALIDAD LTDA ""LABORATORIOS S.F.C."" LTDA.",VIGENTE,CIPERMETRINA 15,"Cada 1 litro de solución emulsionable contiene:

 Cipermetrina",                                              150 g,"En  bovinos para el control de las garrapatas Rhipicephalus microplus y Amblyomma cajennense. y de la mosca Lyperosia irritans

",CLASIFICACIÓN TOXICOLÓGICA II: ALTAMENTE TOXICO. Los animales tratados no deben sacrificarse para el consumo humano hasta 48 horas después de finalizado el tratamiento. La leche producida durante el tratamiento y 24 horas después de finalizado el mismo no debe darse al consumo humano. Uso veterinario. Manténgase fuera del alcance de los niños,INSEC AGROPECUARIA LTDA.,Colombia.,No aplica.,"Envase en PEAD por 20, 120, 500, 1.000 o 3.785 mL.",Bovinos.,"   Carne: 2 días          
Leche: 24 horas",,VIGENTE,COLOMBIA (Fabricado Nacional)
5277-DB,LABORATORIOS INMUNER SAIC,VIGENTE,VACUNA TRI OLEO 100 INMUNER,"Cada dosis de vacuna inactivada oleosa contiene:

Virus de la enfermedad de Newcastle cepa La Sota
Virus de la enfermdedad de Bronquitis infecciosa cepa Massachussets
Virus Síndrome de caída de postura (EDS 76) cepa 127","10 ⁸∙⁰ DIE₅₀
10 ⁴∙⁰ DIE₅₀
10 ⁴∙⁰ DIE₅₀",En aves para la prevención de las enfermedades de Newcastle Bronquitis infecciosa y Síndrome de caida de postura (EDS).,"Manténgase fuera del alcance de los niños. Conservar entre 2 y 7°C, no congelar.",LABORATORIOS INMUNER SAIC,Argentina.,AMERIVET S.A.S.,Frascos de Polipropileno por 1.000 y 2.000 dosis.,Aves.,No informa,Productos con categoría toxicológica,VIGENTE,EXTRANJERO (Importado)
5280-DB,MERIAL DE COLOMBIA S.A.,VIGENTE,WITNNES DIROFILARIA,"Materias primas quimica
Azoro de sodio
Materias primas biologicas
Anticuerpos monoclonales tipo Ig G 1
Anticuerpos policional
Conjugado de oro",0.05% P/V,"En perros para la deteccion de antigeno soluble de Dirofilaria inmitis en muestras de suero, plasma y sangre completa ",Uso veterinario. Mantengase fuera del alcance de los niños. Conservar entre 4 y 25°C. No congelar.,No informa.,No informa.,No informa.,Cada kit diagnostico contiene: 10 sobres cada uno con 1 dispositivo de analisis. Desecante. 1 frasco cuentagotas con solucion tapon. 10 pipetas. Instruicciones para su uso. ,Caninos,No aplica. por ser un kit de diagnostico,Anestésicos,VIGENTE,EXTRANJERO (Importado)
5283-DB,LABORATORIOS CHALVER DE COLOMBIA S.A.S.,VIGENTE,NEOCLORDELIN SECADO,"Cada mL de suspensión contiene:

Lincomicina clorhidrato monohidrato (Equivalente a Lincomicina base 20,0 mg)
Neomicina sulfato (Equivalente a neomicina base 50,0mg)","


22.7 mg

58.5 mg","
En el periodo seco para el tratamiento de la mastitis ocasionada por microorganismos sensibles a su composición, tales como: Streptococcus uberis, Streptococcus agalactiae, Streptococcus zooepidemicus, Streptococcus dysgalactiae, Staphylococcus aureus, Staphylococcus epidermidis, Corynebacterium bovis, Escherichia coli y Klebsiella pneumoniae. 

","Uso veterinario. Venta bajo formula del Médico Veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No administrar a vacas en período de lactancia, no administrar dentro de los treinta (30) días anteriores al parto. La disposición final de los envases vacíos o con contenido residual deberá efectuarse según las normas ambientales vigentes. Deseche la jeringa despúes de usarla. Consérvese a temperatura inferior a 30°C.",LABORATORIOS CHALVER DE COLOMBIA S.A.,Colombia.,No aplica.,"Jeringa plástica en polietileno (Lineal/PEBD/PEAD) por 10 mL. 
Caja con 1, 4, 20 o 24 jeringas plásticas en polietileno (Lineal/PEBD/PEAD) por 10 mL.",Bovinos.,"No administrar a vacas en período de lactancia, no administrar dentro de los treinta (30) días anteriores al parto.",,VIGENTE,COLOMBIA (Fabricado Nacional)
5284-DB,MERIAL DE COLOMBIA S.A.,VIGENTE,CARONA MLV,"Cada dosis de 1 mL. contiene:
Coranovirus canino, cepa K-378/51 en fluidos de cultivos celulares.",≥ 10 4.4 TCID 50,En perros para prevenir la enfermedad causada por el Coronavirus canino,Uso veterinario. Mantengase fuera del alcance de los niños. Refrigerer entre 2 y 7°C. ,No informa.,No informa.,No informa.,Cajas que contienen: 25 frascos por 1 dosis fraccion liofilizada. 25 frascos por una fraccion liquida.,Caninos,No informa,,VIGENTE,EXTRANJERO (Importado)
5285-DB,OUROFINO SAÚDE ANIMAL LTDA.,VIGENTE,FORTEMIL,"Cada 500 mL de solución inyectable contienen:

Vitamina B₂ (Riboflavina 5 fosfato sódico)
Vitamina B₆ (Piridoxina clorhidrato)
Nicotinamida
N-Acetil-DL-Metionina
Cloruro de sodio
Cloruro de potasio
Cloruro de calcio
Cloruro de magnesio
Dextrosa anhidra
Vitamina B₁₂ (Cianocobalamina)","

20 mg
15 mg
1.000 mg
660 mg
3.500 mg
250 mg
150mg
90 mg
25.000 mg
10 mg","En bovinos, equinos y porcinos en el tratamiento del agotamiento físico debido al exceso de trabajo o de producción, anorexia, caquexia y deshidratación. También se indica como un complemento en el tratamiento de las enfermedades parasitarias e infecciosas, post-cirugías, hemorragias prolongadas, neuropatías y acetonemias.","Uso Veterinario. Manténgase fuera del alcance de los niños y de los animales domésticos. El producto no está destinado para animales que hayan mostrado alguna reacción alérgica a los componentes de la formulación. Evite el uso simultáneo de cloranfenicol con la piridoxina o cianocobalamina, debido a que esto puede llevar a un efecto antagonista entre ellos. Evite el uso simultáneo de ácido ascórbico con la cianocobalamina, debido a que puede acarrear la destrucción de la cianocobalamina. Conservar a una temperatura inferior a 30°C y protegido de la luz solar directa.",OUROFINO SAÚDE ANIMAL LTDA.,Brasil.,OURO FINO COLOMBIA S.A.S.,Caja plegadiza que contiene frasco en PEAD/PEBD (25% / 75%) con tapón de caucho en bromobutilo y sello de aluminio por 500 mL.,"Bovinos, Equinos y Porcinos. ",No aplica.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
5286-DB,LABORATORIOS VETERLAND LTDA,VIGENTE,EQUILAND GEL,"Cada 100 g contienen:                                                                                                                              _x000D_
Ivermectina","                                                  _x000D_
1,87 g","En equinos para el control y tratamiento del parasitismo gastrointestinal, pulmonar y cutáneo. Gastrointestinales: Formas adultas e inmaduras de los estróngilos (Cyathostomum sp., Cylicostephanus sp., Cylicodontophorus sp., Cylicocyclus sp., Gyalocephalus sp., Parascaris equorum, Trichostrongylus axei, Strongyloides westeri, Habronema muscae, Strongylus vulgaris, Strongylus edentatus, Strongylus equinus, Triodontophorus sp., Oxyuris equi, Gasterophilus sp., Pulmonares: Dictyocaulus arnfieldi. Cutáneos: Microfilarias de Onchocerca sp., larvas de Habronema sp. ","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los animales tratados no deben sacrificarse para consumo humano hasta catorce (14) días después de finalizado el tratamiento. No contamine fuentes de agua con los residuos. La disposición final de los envases vacíos o con contenido residual deberán efectuarse según las normas ambientales vigentes. Consérvese a temperatura no superior a 30°C y protegido de la luz.  
",LABORATORIOS VETERLAND LTDA.,Colombia.,No aplica.,"Caja plegadiza que contiene Jeringas en polipropileno y pistón en PVC blanco por 6,42 g con tapón en polietileno lineal.",Equinos,Carne: 14 días,Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
5283-DB,LABORATORIOS CHALVER DE COLOMBIA S.A.S.,VIGENTE,NEOCLORDELIN SECADO,"Cada mL de suspensión contiene:

Lincomicina clorhidrato monohidrato (equivalente a Lincomicina base 20 mg)
Neomicina sulfato (equivalente a neomicina base 50 mg)","

22,7 mg

58,5 mg","En el periodo seco para el tratamiento de la mastitis ocasionada por microorganismos sensibles a su composición, tales como: Streptococcus uberis, Streptococcus agalactiae, Streptococcus zooepidemicus, Streptococcus dysgalactiae, Staphylococcus aureus, Staphylococcus epidermidis, Corynebacterium bovis, Escherichia coli y Klebsiella pneumoniae. ","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No administrar a vacas en período de lactancia, no administrar dentro de los treinta (30) días anteriores al parto. Consérvese a temperatura inferior a 30°C.",LABORATORIOS CHALVER DE COLOMBIA S.A.S. /  QOPPA PHARMA S.A.S.,Colombia.,No aplica.,"Jeringa plástica en polietileno (Lineal/PEBD/PEAD) por 10 mL.
Caja con 1, 4, 20 o 24 jeringas plásticas en polietileno (Lineal/PEBD/PEAD) por 10 mL.",Bovinos.,"No administrar a vacas en período de lactancia, no administrar dentro de los treinta (30) días anteriores al parto.",Vitaminas y minerales,VIGENTE,COLOMBIA (Fabricado Nacional)
5288-DB,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A.""VECOL S.A.""",VIGENTE,VACUNA TRIPLE OLEOSA,"Cada dosis de 2 mL. contiene actividad especifica neuttralizante para toxina de:
Clostridium septicum
Clostridium perfringens (toxoide beta)
Clostridium perfringens (toxiide epsilon)
Clostridium Novyl Tipo B (toxoide alfa)
Clostridium sordelli

Microorganismos muertos de:
Clostridium chauvoai
Pasteurella multocida

* Recuento celular/dosis antes de inactivacion","≥ 2.5 U.I/mL. de suero
≥ 10 U.I/mL. de suero
≥ 5 U.I/mL. de suero
≥ 3.5 U.I/mL. de suero
≥ 1.0 U.I/mL. de suero


1.0 x 10 9 UFC (*)
6.0 x 10 9 UFC (*)","En bovinos y ovinos para la inmunizacion activa contra el Carbon Sintomatico, Edema maligno y Fiebre de embargue",Almacenar entre 3 y 7°C. Mantengase fuera del alcance de los niños. Uso veterinario.,No informa. ,No informa.,No informa.,"Frascos por 10, 50 y 100 mL.",Bovinos y Ovinos,No informa,Endectocida,VIGENTE,EXTRANJERO (Importado)
5289-DB,INDUSTRIA MARAVEDI CIA LTDA,VIGENTE,BOLDENONA 50 INYECTABLE,"Cada mL de solución inyectable contiene:

Boldenona undecilato","
50 mg","En bovinos, equinos, porcinos y caninos, como coadyuvante en el tratamiento de enfermedades que han causado pérdida de peso y debilidad, fracturas óseas con demora de recuperación, catabolismo proteico ocasionado por uso continuado de corticoides (osteoporosis-astenia-atrofia muscular), raquitismo osteomúscular-debilidad senil.","Uso veterinario. Manténgase fuera del alcance de los niños. Venta bajo formula del médico veterinario. Los animales tratados no deben sacrificarse para consumo humano hasta 30 días después de finalizado el tratamiento. No administrar a vacas en producción de leche destinada al consumo humano. No administrar a animales que presenten tumores andrógeno dependientes o malignos (carcinoma de la glándula mamaria, próstata y adenoma anal) en animales jóvenes puede presentarse una osificación prematura. Una dosificación excesiva puede presentar efectos masculinizantes y aumento en la libido. _x000D_
_x000D_
",Laboratorios Decno Ltda,Colombia.,No aplica.,"Frasco en vidrio ámbar tipo I por 10 y 20 mL. Frasco de vidrio ámbar tipo III por 50, 100, 250 y 500 mL. Caja plegadiza por 20 frascos por 10 mL","Bovinos, Equinos, Porcinos, Caninos",Carne: 30 días,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
5290-DB,TECNOQUÍMICAS S.A.,VIGENTE,SUPRAMICINA,"Cada frasco reconstituido en solución inyectable contiene:_x000D_
_x000D_
Espiramicina base (como adipato)","_x000D_
_x000D_
_x000D_
13.000.000 UI","En bovinos, porcinos, ovinos y caninos para el tratamiento de infecciones causadas por: Streptococcus sp., Staphylococcus sp. (mastitis, Neumonía e infecciones de los  órganos genitales como metritis y retención de placenta), Mycoplasma sp. (Neumonia infecciosa Enzootica). En aves para el tratamiento de enfermedades causadas por: Mycoplasma gallisepticum ( Micoplasmosis, sinusitis infecciosa, E.R.C) y Mycoplasma sonoviae (Sinovitis infecciosa).",Manténgase fuera del alcance de los niños. Uso Veterinario. Los animales tratados no deben sacrificarse para consumo humano hasta 3 días después de finalizado el tratamiento. Venta bajo formula del Médico Veterinario. La leche producida durante el tratamiento y 3 días después de finalizado el tratamiento no debe darse al consumo humano.,Tecnoquimicas S.A,No informa.,No informa.,Frasco ampolla en vidrio ámbar tipo II por 50 mL. conteniendo espiramicina 13.000.000 UI acompañado de frasco ampolla tipo I por 25 ml. de diluente.,"Bovinos, Porcinos, Ovinos, Caninos y Aves.","Carne: 3 días_x000D_
Leche: 72 horas",Biológicos,VIGENTE,EXTRANJERO (Importado)
5291-DB,INTERVET INTERNATIONAL BV,VIGENTE,QUADRISOL 100,"Cada mL. contiene:_x000D_
_x000D_
Vedaprofen","_x000D_
_x000D_
100.0 mg.",En equinos analgésico y antiinflamatorio asociados a problemas musculo esqueléticos y lesiones de tejido blando de origen no infeccioso.,Uso Veterinario. Manténgase fuera del alcance de los niños. Los equinos tratados con destino al consumo humano no deben sacrificarse durante los 4 dios siguientes a la finalización del ultimo tratamiento.,No informa.,No informa.,Intervet Colombia Ltda.,Cajas con 1 jeringa de 30 mL.,Equinos,Carne: 4 días,Hormonas,VIGENTE,EXTRANJERO (Importado)
5292-DB,INTERVET INTERNACIONAL B.V.,VIGENTE,BOVILIS QARAT,"Cada dosi de 2 ml contienen: 

7.7 log10 TCID₅₀ del virus de la IBR
7,7 log10 TCID₅₀ del virus de la PI
7,4 log10 TCID₅₀ del virus de la DVB
Virus VSR Cepa PL-4 contenido en 10⁶ celulas MDBK infectadas con la célula PL-4",No informa.,"En bovinos para la inmunización activa, como auxiliar en el congtrol de la enfermedad respiratoria ocasionada por el virus de IBR, Pl3, DVB, VSR.",Uso veterinario. Mantengáse fuera del alcance de los niños. Refrigerar entre 2 y 8°C.,No informa.,No informa.,No informa.,"Frascos 2,10,20,50,100 y 250 ml.",No informa.,No informa.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
