tipo_documento,numero_documento,raz_n_social,pa_s,departamento_estado,ciudad,direcci_n,tel_fono,p_gina_web,correo_electr_nico,fuente_origen_del_dato,enlace_origen_del_dato,presta_de_tercero,portal_transaccional,nombre_de_la_prueba,descripci_n,documento_de_referencia,m_todo,fecha_de_actualizaci_n_de,acreditaci_n_vigente,equipos,tiempo_de_duraci_n_de_la
nit,900101635-5,BIOANALISIS FARMACEUTICOS SAS-BIFAR SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 15  # 56  11,0312555182,www.bifarsas.com,aseguramientocalidad@bifarsas.com,No Aplica,No Aplica,No Aplica,No Aplica,PRUEBA DE DESAFÍO DE DESINFECTANTES,"Las gráficas del logaritmo del número de microorganismos por mL que sobreviven en una solución de desinfectante indican que se puede aplicar una cinética de primer orden como una aproximación bruta a la reducción del recuento microbiano en relación al tiempo. 
Para demostrar la eficacia de un desinfectante en un entorno de fabricación de productos farmacéuticos puede considerarse necesaria la realización de las siguientes pruebas: (1) pruebas de dilución de uso (analizar la eficacia de los desinfectantes a varias concentraciones y tiempos de contacto contra una amplia variedad de organismos estándares de prueba y aislamientos ambientales); (2) pruebas de desafío de superficie (usando microorganismos estándares de prueba y microorganismos que son aislamientos ambientales típicos, aplicando desinfectantes sobre las superficies a la concentración de uso seleccionada y durante un tiempo de contacto especificado y determinando la reducción del logaritmo de los microorganismos de desafío); y (3) una comparación estadística de la frecuencia de aislamiento y números de microorganismos aislados antes y después de la implementación de un nuevo desinfectante. 
Para las pruebas de desafío de superficie, los organismos de prueba se enumeran por medio de métodos de hisopado, enjuague de superficie o placa de contacto. Los neutralizantes que inactivan desinfectantes deberían incluirse ya sea en el diluyente o los medios microbianos usados en el recuento microbiano o en ambos.
La prueba de eficacia de desinfectantes debe tener un criterio de aceptación realista. En la práctica, es necesario inocular una cantidad suficiente de organismos en un cuadrado de 2 pulgadas × 2 pulgadas de la superficie que está siendo descontaminada, es decir, un cupón (coupon), para demostrar una reducción de al menos 2 log (para esporas bacterianas) a 3 log (para bacterias vegetativas) durante un tiempo de contacto predeterminado (es decir, 10 minutos por encima de la recuperación observada con la aplicación de un desinfectante de control). La eficacia de los neutralizadores y su capacidad para recuperar del material los microorganismos inoculados debería demostrarse durante los estudios de dilución de uso o de desafío de superficie. Es importante recordar que los desinfectantes son menos efectivos contra los números más altos de microorganismos usados en las pruebas de desafío de laboratorio que contra los números encontrados en cuartos limpios, que los inóculos de la fase de crecimiento logarítmico, comúnmente empleados en los laboratorios, son más resistentes, salvo las esporas que se forman durante la fase estacionaria, que aquellos de un cultivo estacionario o en extinción o que los organismos bajo estrés en el ambiente; y que los microorganismos pueden eliminarse físicamente durante la aplicación del desinfectante en el área de fabricación.
En concentración mínima inhibitoria se evalúa la concentración del desinfectante a la cual inhibe el microorganismo, realizando una suspensión del mismo.",No Aplica,USP vigente  capitulo 〈1072〉 DESINFECTANTES Y ANTISÉPTICOS,2023/04/22 00:02:40.000,0,No Aplica,840
nit,900246497-8,Biopolímeros Industriales S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 18  # 63 A 50,5405700,www.biopolab.com,liliana.olmos@biopolab.com,No Aplica,No Aplica,No Aplica,No Aplica,Mohos y Levaduras,"Se preparan placas inoculadas en su superficie utilizando un medio de cultivo selectivo específico. Dependiendo de la cantidad esperada de colonias, se utiliza una cantidad específica de la muestra (Si el producto es líquido), una suspensión inicial (en el caso de otros productos) o diluciones decimales de la muestra.",No Aplica,"ISO 21527-1,2: 2008",2023/04/22 00:02:40.000,1,No Aplica,120
nit,830010170-8,NUTRIANALISIS LTDA.,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 24 A # 44 A 12,3682580,No Reporta,nutrianalisis@nutrianalisis.co,No Aplica,No Aplica,No Aplica,No Aplica,SODIO,Espectrofotometría por Absorción Atómica,No Aplica,NTC 5151,2023/04/22 00:02:40.000,0,No Aplica,12
nit,800087795-2,CORTEVA AGRISCIENCE DE COLOMBIA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 113  # 7  21,3759345,www.corteva.co,andres.rivera@corteva.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Spinoteram,"Las muestras son diluidas con  agua tipo1  y metanol. Las soluciones son analizadas por cromatografía líquida usando una Columna,Phenomenex Luna, C8(2) 3µm x150mm x4.6 mm con un  detector UV a 250 nm. La cuantificación es basada en cálculos de areas  por estándar externo",No Aplica,Método DAS-AM-07-015 (QCPO-103 Interno),2023/04/22 00:02:40.000,0,No Aplica,2
nit,800087795-2,CORTEVA AGRISCIENCE DE COLOMBIA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 113  # 7  21,3759345,www.corteva.co,andres.rivera@corteva.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Spinoteram,"Las muestras son diluidas con  agua tipo1  y metanol. Las soluciones son analizadas por cromatografía líquida usando una Columna,Phenomenex Luna, C8(2) 3µm x150mm x4.6 mm con un  detector UV a 250 nm. La cuantificación es basada en cálculos de areas  por estándar externo",No Aplica,Método DAS-AM-07-015 (QCPO-103 Interno),2023/04/22 00:02:40.000,0,No Aplica,2
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Identificación bacteriana de Complejo Enterobacter cloacae mediante sistema automatizado VITEK® 2 Compact bioMérieux. AOAC Official Method 2011.17,"La técnica se basa en métodos bioquímicos establecidos y sustratos recientemente desarrollados para medir la utilización de la fuente de carbono, las actividades enzimáticas y la resistencia.",No Aplica,Identificación bacteriana automatizada.,2023/04/22 00:02:40.000,0,No Aplica,72
nit,890984002-6,Universidad CES,Colombia,Antioquia,Medellín,Calle 10 A # 22  04,4440555,www.universidadces.edu.co,cevillegas@ces.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Detección del viroide CChMVd (Chrysanthemum chlorotic mottle viroid) mediante RT-PCR en tiempo real,"La RT-PCR en tiempo real es una técnica analítica de biología molecular que se realiza en termocicladores en tiempo real,  se caracteriza por ser altamente específica y tener un amplio rango de detección.  Para llevar a cabo la RT-PCR en tiempo real se emplean primers específicos (oligonucleotidos) para la amplificación de una secuencia blanco del viroide,  la cual es detectada y visualizada a medida que avanzan los ciclos de reacción, esto se debe a la inserción de moléculas fluorescentes que se combinan con los ácidos nucleicos a medida que transcurre el proceso, así mismo,  la intensidad de la señal de fluorescencia emitida es proporcional a la cantidad de secuencia blanco del viroide detectada y amplificada.",No Aplica,A multiplex RT‐PCR for rapid simultaneous detection of viruses and viroids in chrysanthemum.,2023/04/22 00:02:40.000,0,No Aplica,72
nit,830074222-7,SYNGENTA S.A,Colombia,Bogotá D.C.,Bogotá D.C.,"Calle 116 # 7 - 15 Oficina 601 B Oficina 601 B, Edificio Cusezar",6538777,https://www.syngenta.com.co/,CATALINA.SANTANA@SYNGENTA.COM,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de Ciantraniliprol (CYNT) y Tiametoxam (TMX) en Fortenza Duo 48/480 FS  y  Minecto Duo 40/400 WG por HPLC
Código: CCMA-029","MATERIALES, REACTIVOS Y EQUIPOS
-	Balón aforado de 1.000 mL.
-	Balones aforados de 100 mL.
-	Balones aforados de 50 mL.
-	Pipetas aforadas de 10 mL.
-	Pipetas aforadas de 5 mL.
-	Estándar analítico de cyantraniliprole [ciantraniliprol] (CYNT).
-	Estándar analítico de thiamethoxam [tiametoxam] (TMX).
-	Acetonitrilo HPLC.
-	Ácido fosfórico (H3PO4).
-	Agua ultra pura.
-	Jeringa desechable de 5 mL.
-	Filtro para jeringa de nylon o PTFE de 25 mm x 0,2 µm.
-	Cromatógrafo de líquidos de alta resolución [HPLC] con Detector de Longitud de Onda Variable [VWD] o Detector de Arreglo de Diodos [DAD] (Hewlett Parckard 1100, Agilent 1260 o 1260 Infinity II).
-	Software para manejo del equipo y procesamiento de los datos (OpenLab ChemStation).

2.3	CONDICIONES DE OPERACIÓN
Instrumento	Cromatógrafo de líquidos de alta resolución [HPLC] Hewlett Packard 1100, Agilent 1260 Infinity o 1260 Infinity II; con o sin automuestreador y Detector de Longitud de Onda Variable [VWD] o Detector de Arreglo de Diodos [DAD].
Columna	Poroshell 120 EC-C18 (Agilent Part No. 697975-902). 75 mm x 4,6 mm diámetro interno; 2,7 µm tamaño de partícula.
Temperatura de la columna	25 °C.
Flujo	1,0 mL/min.
Longitud de onda del detector	254 nm.
Ancho de banda (para DAD)	4 nm.
Loop de inyección	1 µL.
Duración de la corrida	15 minutos aproximadamente.
Software de procesamiento	Agilent OpenLab ChemStation (u otro conveniente).
Fase móvil (gradiente)	
Tiempo (Minutos)
0
6
7
11
11,1
14	
Acetonitrilo (%)
35
50
90
90
35
35	
H3PO4 acuoso 0,1 % (%)
65
50
10
10
65
65	

2.4	IDENTIFICACIÓN
La identidad (especificidad) se establece simultáneamente con la determinación del contenido como se describe en la sección 2.5.
La identidad (especificidad) se confirma cuando en dos cromatogramas consecutivos, el tiempo de retención registrado para el pico de la sustancia de referencia en el cromatograma de la sustancia de referencia no se desvía más de 0,2 minutos del registrado para el pico correspondiente en el cromatograma de la sustancia problema.
PROCEDIMIENTO
2.5.1	Preparación de las soluciones de referencia y problema
Las soluciones de referencia y problema contienen 0,40 mg/mL de ciantraniliprol y tiametoxam aproximadamente.

2.5.1.1	Preparación de la solución de referencia
Pesar, por duplicado, aproximadamente de 17,5 - 22,5 mg de ciantraniliprol y de tiametoxam en un balón aforado de 50 mL. Adicionar aproximadamente 40 mL de acetonitrilo y someter a ultrasonido durante 10 minutos. Agregar 5,0 mL de solución acuosa de ácido fosfórico al 0,1 % y completar volumen con acetonitrilo a temperatura ambiente.

2.5.1.2	Preparación de la solución problema
Pesar, por duplicado, aproximadamente de 190 - 210 mg de Fortenza Duo 48/480 FS en un balón aforado de 100 mL. Agregar 10,0 mL de solución acuosa de ácido fosfórico al 0,1 % y tratar en ultrasonido durante 5 minutos. Adicionar aproximadamente 50 mL de acetonitrilo y someter a ultrasonido por 10 minutos. Completar volumen con acetonitrilo a temperatura ambiente y mezclar. Filtrar con filtro para jeringa de nylon o PTFE de 25 mm x 0,2 µm.

El procedimiento arriba descrito podría variar siempre y cuando se alcance la concentración final con la misma precisión.
La estabilidad de la solución de referencia fue sometida a prueba a temperatura ambiente. No se observó degradación de esta solución después de 24 horas.

2.5.2	Determinación
	Llevar a cabo la siguiente secuencia de inyección:
…, C1, C1, C2, S1, S2, …
	C = Solución de referencia o de calibración (1, 2, …, n).
	S = Solución problema (1, 2, …, n).

La desviación entre dos inyecciones consecutivas de solución de referencia o de solución problema no debe ser mayor que 1 %.

2.6	EVALUACIÓN
Los cálculos mostrados a continuación reflejan los requerimientos específicos del sistema de procesamiento datos utilizado durante el desarrollo del método. Se podrían emplear otras metodologías para efectuar los cálculos usando diferentes sistemas de procesamiento de datos y se deberían obtener resultados comparables.

2.6.1	Factor de respuesta RF
""RF = ""  F_C/(""k × "" W_C ) "" "" 

	FC	= Área de pico de la sustancia de referencia en el cromatograma de la sustancia de referencia.
	WC	= Masa (en mg) del estándar analítico de interés, corregida por la pureza.
	k	= Factor que toma en cuenta las preparaciones diferentes de la solución problema y de referencia.
		   2,0 para ciantraniliprol y 2,0 para tiametoxam.

2.6.2	Contenido
""% p/p = ""  (F_S "" × "" 100 )/(W_S "" × "" RF) "" "" 

	FS	= Área de pico del ingrediente activo en el cromatograma de la solución problema.
	WS	= Masa de la muestra (mg).

Para el caso de una formulación líquida multiplique el valor del contenido de ingrediente activo obtenido en % p/p por (10 x ρ20) para obtener el contenido de ingrediente activo en g/L (ρ20 = densidad de la sustancia problema a 20 °C, determinada con un picnómetro o un densímetro digital Anton Paar).",No Aplica,Metodo Interno Código: CCMA-029,2023/04/22 00:02:40.000,0,No Aplica,2
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de la actividad enzimática tipo manganeso peroxidasas. Método: empleando el sustrato 2,6-dimetoxyfenol (DMP) 20 nM, solución buffer de acetatos 1M a pH 5.","Determinación de la actividad enzimática tipo manganeso peroxidasas. Método: empleando el sustrato 2,6-dimetoxyfenol (DMP) 20 nM, solución buffer de acetatos 1M a pH 5 por espectrofotometría",No Aplica,Desarollado en el laboroatorio,2023/04/22 00:02:40.000,0,No Aplica,16
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de la actividad enzimática tipo manganeso peroxidasas. Método: empleando el sustrato 2,6-dimetoxyfenol (DMP) 20 nM, solución buffer de acetatos 1M a pH 5.","Determinación de la actividad enzimática tipo manganeso peroxidasas. Método: empleando el sustrato 2,6-dimetoxyfenol (DMP) 20 nM, solución buffer de acetatos 1M a pH 5 por espectrofotometría",No Aplica,Desarollado en el laboroatorio,2023/04/22 00:02:40.000,0,No Aplica,16
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de la actividad enzimática tipo manganeso peroxidasas. Método: empleando el sustrato 2,6-dimetoxyfenol (DMP) 20 nM, solución buffer de acetatos 1M a pH 5.","Determinación de la actividad enzimática tipo manganeso peroxidasas. Método: empleando el sustrato 2,6-dimetoxyfenol (DMP) 20 nM, solución buffer de acetatos 1M a pH 5 por espectrofotometría",No Aplica,Desarollado en el laboroatorio,2023/04/22 00:02:40.000,0,No Aplica,16
nit,830074222-7,SYNGENTA S.A,Colombia,Bogotá D.C.,Bogotá D.C.,"Calle 116 # 7 - 15 Oficina 601 B Oficina 601 B, Edificio Cusezar",6538777,https://www.syngenta.com.co/,CATALINA.SANTANA@SYNGENTA.COM,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de Lambda-cialotrina (LCYH) en Karate Zeon 5/50 ,  Karate/Ninja 5/50 EC  y  2,5/25 SC por cromatografía de gases con columna capilar
Código: CCMA-035","MATERIALES, REACTIVOS Y EQUIPOS
-	Balones aforados de 50 mL.
-	Pipeta aforada de 5,0 mL.
-	Estándar analítico de lambda-cyhalothrin [lambda-cialotrina] (LCYH).
-	Dicyclohexyl phthalate.
-	Acetona HPLC.
-	Jeringas plásticas desechables de 5 mL.
-	Filtro para jeringas de nylon o PTFE de 25 mm x 0,45 µm.
-	Gases de calidad cromatográfica: aire, helio, hidrógeno y nitrógeno. Todos los gases deben ser purificados mediante tamices moleculares para hidrocarburos; además, el gas de arrastre (helio) debe ser purificado a través de trampas de oxígeno y humedad.
-	Cromatógrafo de gases con detector FID (Agilent 6890N, 7820A, 7890A o 7890B).
-	Software para manejo del equipo y procesamiento de los datos (OpenLab ChemStation).

2.3	CONDICIONES DE OPERACIÓN
Instrumento	Cromatógrafo de gases Agilent 6890N, 7820A, 7890A o 7890B; equipado con sistema de inyección split/splitless; automuestreador y detector de ionización de llama (FID). Operado en modo “split”.
Columna	Columna capilar de sílice fundida con fase estacionaria 100 % dimetilpolisiloxano. Por ejemplo: CP-Sil 5 CB (Agilent J&W Part No. CP7750). 50 m x 0,32 mm x 0,12 µm espesor de la película.
Temp. del puerto de inyección	300 °C.
Relación split	150:1.
Volumen de inyección	1 µL.
Temp. del horno	Isotérmico 250 °C.
Temp. del detector	250 °C.
Modo	Flujo constante.
Gas de arrastre	Helio (1,5 mL/min).
Gas Make-up	Nitrógeno (30 mL/min).
Gas del detector	Hidrógeno (30 mL/min).
Gas del detector	Aire (400 mL/min).
Software de procesamiento	Agilent OpenLab ChemStation (u otro conveniente).
Duración de la corrida	15 min aproximadamente.

2.4	IDENTIFICACIÓN
La identidad (especificidad) se establece simultáneamente con la determinación del contenido como se describe en la sección 2.5.
La identidad (especificidad) se confirma cuando en dos cromatogramas consecutivos, el tiempo de retención registrado para el pico de la sustancia de referencia en el cromatograma de la sustancia de referencia no se desvía más de 0,2 minutos del registrado para el pico correspondiente en el cromatograma de la sustancia problema.
PROCEDIMIENTO
2.5.1	Preparación de las soluciones de referencia y problema
Las soluciones de referencia y problema contienen 0,8 mg/mL de lambda-cialotrina y 10,0 mg/mL de estándar interno aproximadamente.

2.5.1.1	Solución stock de estándar interno
Pesar aproximadamente de 450 - 550 mg de dicyclohexyl phthalate en un balón aforado de 50 mL. Adicionar 40 mL de acetona y mezclar hasta disolver. Completar volumen con acetona y homogenizar.


2.5.1.2	Solución de referencia
Pesar, por duplicado aproximadamente de 36 - 44 mg de estándar analítico de lambda-cialotrina en un balón aforado de 50 mL. Adicionar 5,0 mL de solución stock de estándar interno con una pipeta aforada. Adicionar aproximadamente 30 mL de acetona y someter a ultrasonido durante 15 minutos o hasta disolución total. Completar volumen con acetona a temperatura ambiente y homogenizar.

2.5.1.3	Solución problema
Homogenizar bien la muestra antes de proceder con su análisis. Pesar, por duplicado, aproximadamente de 735 - 895 mg de Karate Zeon 5/50 CS en un balón aforado de 50 mL. Adicionar 5,0 mL de solución stock de estándar interno con una pipeta aforada. Adicionar aproximadamente 30 mL de acetona y someter a ultrasonido durante 15 minutos o hasta disolución total. Completar volumen con acetona a temperatura ambiente y homogenizar. Filtrar con filtro para jeringa de nylon o PTFE de 25 mm x 0,45 µm.

El procedimiento arriba descrito podría variar siempre y cuando se alcance la concentración final con la misma precisión.

2.5.2	Equilibrio
Llevar a cabo inyecciones por réplica de la solución de calibración hasta obtener un cromatograma aceptable y repetible. Por ejemplo, las relaciones del área de pico del analito de interés vs. el área de pico del estándar interno deben coincidir dentro del 1% del valor medido.

2.5.3	Determinación
	Llevar a cabo la siguiente secuencia de inyección:
…, C1, C1, C2, S1, S2, …
	C = Solución de referencia o de calibración (1, 2, …, n).
	S = Solución problema (1, 2, …, n).

La desviación entre dos inyecciones consecutivas de solución de referencia o de solución problema no debe ser mayor que 1 %.

2.6	EVALUACIÓN
Comparación de la relación de las áreas de pico. El factor de respuesta empleado en el cálculo puede ser obtenido a partir de varios factores de respuesta individuales mediante el uso de un método adecuado para promediar.

2.6.1	Factor de respuesta RF

RF =  (W_CI  × F_C)/(F_CI  × W_C ) "" "" 

	FC	= Área de pico de la sustancia de referencia en el cromatograma de la solución de referencia.
	WC	= Masa de la sustancia de referencia en mg, corregida por la pureza.
	FCI	= Área de pico del estándar interno en el cromatograma de la solución de referencia.
	WCI	= Masa del estándar interno en la solución de referencia.
		   Nota: WCI es igual a la masa del estándar interno (en mg) en los 5,0 mL de solución stock.

2.6.2	Contenido

% p/p =  (F_S  × W_SI×100)/(W_S  × F_SI×RF)  

	FS	= Área de pico del ingrediente activo en el cromatograma de la solución problema.
	WS	= Masa de la muestra en la solución problema en mg.
	FSI	= Área de pico del estándar interno en el cromatograma de la solución problema.
	WSI	= Masa del estándar interno en la solución problema en mg.
		   Nota: WSI es igual a la masa del estándar interno (en mg) en los 5,0 mL de solución stock.

Para el caso de formulaciones líquidas multiplicar el contenido en % p/p por la densidad a 20 °C para obtener el contenido de ingrediente activo en % p/v, o por: 10 x ρ20, para obtener el contenido de ingrediente activo en g/L. (ρ20 = densidad de la sustancia problema a 20 °C en g/mL, determinada con un picnómetro calibrado o un densímetro digital Paar).",No Aplica,Metodo Interno Código: CCMA-035,2023/04/22 00:02:40.000,0,No Aplica,2
